id,title,channel_name,impressions,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason
ZwjoL-TvOX8,급식왕 새로운 레슬러 닥터X 등장!! (ft.진개성 이랑 되다),급식왕,664.0,0.1,0.6,0.2,0.05,0.03,0.02,0.8,0.2,"The channel '급식왕' is known for its humorous and entertaining content targeted primarily at younger audiences, especially teens. The script and theme of wrestling and school life further suggest a male-dominated viewership, consistent with gaming and adolescent entertainment content."
rSmnUeGaO4Q,"후쿠오카 왔다가 술만 먹고 가지요 (ft.일본 레전드 소주, 라멘 맛집)",추성훈 ChooSungHoon,328.0,0.0,0.05,0.25,0.35,0.25,0.1,0.85,0.15,"The content is focused on a travel and drinking experience in Fukuoka by a male host, which aligns with male interests. The age range is likely broader, with a focus on 20-40s, given the travel and cultural exploration angle."
ZMieh-o98Yg,이..이게 무슨짓이야...,김재원의 즐거운 세상,125.0,0.0,0.8,0.15,0.05,0.0,0.0,0.9,0.1,"The channel '김재원의 즐거운 세상' is known for its comedic gaming content, which predominantly attracts a teenage male audience. The script reflects a casual, humorous style typical of gaming culture, appealing mostly to younger males."
EzK59SbZLEc,하룻밤 소문으로 전국팔도에 서방을 두게된 과부 | 야담·민담·전설·설화·옛날이야기·청춘야담,청춘야담,333.0,0.0,0.05,0.15,0.3,0.3,0.2,0.8,0.2,"The content is about traditional Korean stories, which generally attract a more mature audience, from 30s to 50s. The historical and narrative style tends to appeal more to male viewers, hence the skewed gender distribution."
HoS7mffQ2YQ,skibidi toilet 78,DaFuq!?Boom!,290.0,0.0,0.6,0.3,0.1,0.0,0.0,0.9,0.1,"The channel 'DaFuq!?Boom!' is known for creating bizarre and humorous animations, which typically attract younger audiences, especially teens. The video title and script suggest a chaotic, game-like scenario, appealing mostly to a male-dominated, teenage audience interested in gaming and surreal content."
uktkv16b4CI,🔥33분 순삭!!!🔥여신의 눈을 얻어 이세계 인류 최강이 된 F랭크 짐꾼 『애니리뷰』,행덕이의 애니리뷰,125.0,0.0,0.7,0.25,0.05,0.0,0.0,0.9,0.1,"The content is focused on anime reviews and isekai genre, which are popular among teenagers and young adults, especially males. The script's detailed plot analysis and focus on a fantasy setting further indicate a male-dominated audience."
Eez85bL3RXM,대박 나고 그대로 얼음.. 돌에 벌이 앉아 있길래 살짝 치워봤다가 횡재한 남자｜최상급 석청｜목청꾼｜극한직업｜#골라듄다큐,EBSDocumentary (EBS 다큐),950.0,0.0,0.05,0.15,0.35,0.3,0.15,0.85,0.15,"The EBS Documentary channel typically appeals to an older audience due to its in-depth and educational content. The video about wild honey hunting is likely to attract viewers interested in nature and outdoor activities, predominantly male, and aged mainly between 30 to 50+."
xSippqKFo5I,‘Only 타이거즈빵' KIA 크보빵 띠부씰은 몇 개? [실험갸메라],기아타이거즈 - 갸티비,179.0,0.05,0.15,0.35,0.3,0.1,0.05,0.85,0.15,"The channel '기아타이거즈 - 갸티비' focuses on KIA Tigers, a professional baseball team, attracting mainly male sports enthusiasts. The content is likely to appeal to young adults and middle-aged viewers who are interested in baseball and sports-related collectibles."
e4J1AZ_Xwy4,[대탈출4] (2시간) 역대급 난이도의 대탈출🗣 좀비가 가득한 교도소에서 탈출하라😱,디글 :Diggle,161.0,0.0,0.2,0.5,0.2,0.1,0.0,0.8,0.2,"The channel 'Diggle' is known for its entertainment content, including reality and escape games, attracting mainly young adults. The script's adventurous and thrilling nature suggests a male-dominant audience, with a significant portion of viewers likely in their 20s."
p5-SmCnsO8w,다 있는데 김치만 없는 회사에서 끓이는 짜장라면,침착맨,461.0,0.05,0.1,0.35,0.4,0.1,0.0,0.9,0.1,"The channel '침착맨' is known for its humorous content that often appeals to males, particularly those interested in gaming and casual discussions. The script's informal and playful tone suggests an audience primarily in their 20s to 30s, leaning towards male viewers."
MMclLWq7mq0,"[밥묵자]신병 vs 골병 (feat. 김민호, 남태우)",꼰대희,637.0,0.0,0.1,0.4,0.35,0.1,0.05,0.95,0.05,"The channel '꼰대희' often features military and humor content, appealing primarily to a male audience. The script involves military themes, suggesting a target audience of men in their 20s to 30s, likely due to familiarity with military service."
OTbUOhmkAds,"대한민국이 만든 순수 독자 기술 전투기 T-50｜마하 1.5로 항공을 가르는 테스트 파일럿｜국내 유일의 항공무기 시험평가 부대, 52시험평가전대 281대대｜극한직업｜#골라듄다큐",EBSDocumentary (EBS 다큐),450.0,0.0,0.0,0.1,0.3,0.4,0.2,0.9,0.1,"The content focuses on military technology and aerospace, typically attracting male audiences, especially those interested in defense and aviation. The age distribution leans towards 30-50+ as it involves career professionals and individuals with a keen interest in military advancements."
acc2jb-vqKI,🪖[full] 지금은 사라진 육군 '102보충대'의 72시간 밀착취재본 대공개 | KBS 다큐멘터리3일 '1205명의 뜨거운 겨울! 육군 102보충대 72시간' 090117 방송,esports KBS,1098.0,0.0,0.05,0.2,0.4,0.25,0.1,0.9,0.1,"The content is centered around military experiences, historically attracting a male audience. The discussion on army life appeals mostly to 30s-40s who are either experiencing or reminiscing about such times."
krsBRQbOPQ4,"$1 vs $250,000,000 Private Island!",MrBeast,124.0,0.05,0.2,0.45,0.2,0.07,0.03,0.8,0.2,"MrBeast is known for content appealing to a younger male audience, particularly with extravagant challenges and giveaways. The video's theme of comparing private islands likely attracts 20-30-year-old viewers who are interested in luxury and adventure."
56c6v_sgSEo,"≪신병 시즌3≫ 보기 전, ≪신병 1, 2 전 시즌≫ 3시간으로 한방에 몰아보기!!!",지무비 : G Movie,233.0,0.0,0.1,0.4,0.3,0.2,0.0,0.9,0.1,"The channel '지무비 : G Movie' focuses on reviews and analyses of Korean military-themed dramas, which are typically more popular among male audiences. The content is likely appealing to young adults and adults due to its military and nostalgic themes, leading to a prediction of higher viewership in the 20s and 30s."
Pjdmho2dbBI,"픽시 자전거에 브레이크, 꼭 달아야 할까?",0.1통 라이더,282.0,0.1,0.5,0.2,0.1,0.05,0.05,0.8,0.2,"The content primarily revolves around bicycles, specifically 'fixie' bikes, which tend to attract a younger, male demographic often interested in sports and outdoor activities. The presence of high school and middle school representatives suggests significant interest from teenagers."
lNU3HB7Klp8,복싱 vs 씨름 누가 이길까? [용인대 무도학과] | 전과자 ep.82 [EN/JP/ID/CN],ootb STUDIO,879.0,0.0,0.15,0.5,0.25,0.1,0.0,0.8,0.2,"The content focuses on martial arts and sports, which generally attract a male audience. The theme of the video, along with the channel's nature, suggests a predominant interest from males, especially those in their 20s and 30s."
XQNhwaD-U-o,"하다 하다 이제 집까지 짓는다, 목수의 일을 대신하는 집 짓는 로봇! 1년에 1,700채까지 생산하는 로봇 주택 공장｜극한직업｜#골라듄다큐",EBSDocumentary (EBS 다큐),111.0,0.0,0.05,0.15,0.3,0.3,0.2,0.85,0.15,"The content about robotic house construction appeals primarily to males interested in technology and engineering. The age distribution skews towards 30s and 40s, as it involves construction and real estate topics more relevant to adults."
nijIcS-Eqyg,밝기 조절을 하면 뭐가 보인다..? 작가들이 숨겨놓은 만화 속 이스터에그 TOP6,타임스낵,274.0,0.005,0.45,0.45,0.05,0.03,0.015,0.9,0.1,"The channel '타임스낵' appears to focus on content that appeals to younger audiences, particularly teens and young adults, through pop culture and entertainment themes. The subject of hidden 'Easter eggs' in comics is typically more attractive to male viewers, reinforcing a predominantly male audience."
Z05ySwjuzBU,"평범한 거지 꼬맹이인줄 알고 실컷 괴롭혔는데, 알고보니 ""전생한 개사기캐""라면 벌어지는 일【애니리뷰】",깨어나보니 애니리뷰 유튜버가 돼있었다,118.0,0.0,0.5,0.4,0.1,0.0,0.0,0.9,0.1,"The video is an anime review, a genre typically attracting a younger male audience, particularly teenagers and those in their 20s. The channel name and script suggest a focus on fantasy and action, further appealing to male viewers."
sPdEJFx0FtE,당근에서 만난 초딩에게 픽시를 배워봤습니다.,0.1통 라이더,135.0,0.2,0.5,0.2,0.05,0.03,0.02,0.8,0.2,"The video content is focused on fixie bike tricks, which are generally more appealing to a younger male audience. The presence of elementary students and the informal, hobby-centric nature suggests a focus on teenagers and young adults."
xQL-vpfi9WU,"테슬라 모델Y 주니퍼 시승기, 진짜 5299만원이다!...미친 가격, 상품성 폭발!",김한용의 MOCAR,875.0,0.0,0.05,0.3,0.4,0.2,0.05,0.85,0.15,"The channel '김한용의 MOCAR' is known for automotive content, which generally attracts a male audience. The content focuses on Tesla Model Y's unique features and pricing, likely appealing to 30-40 year-olds interested in technology and cars."
uDTNJYehlRM,가위바위보에 한판에 인생 걸기 게임!! 지는 놈 몰디브가서 모히또 딱 한잔만 마시고 오기 ㅋㅋㅋㅋ,보물섬,119.0,0.05,0.5,0.35,0.07,0.02,0.01,0.8,0.2,"The content revolves around humor and challenges, which tend to attract a younger audience, primarily teens and young adults. Given the nature of the content and channel, male viewers are more likely to be engaged."
uyiG6uw-6pA,"Would You Risk Drowning for $500,000?",MrBeast,584.0,0.0,0.3,0.5,0.15,0.05,0.0,0.8,0.2,"MrBeast is known for his extravagant challenge videos, attracting a predominantly young male audience. The content involves dangerous stunts and high rewards, appealing mainly to teens and young adults."
AOhXTGhn9F4,"예측불가.. 개존잼 ≪신병 시즌3 🔥 9~12화≫ 반지의 제왕 중대장, 성윤모의 두얼굴(?), 돌아온 악마 상병까지 다 파헤치는 캐릭터 분석포함 떴다..! ep13화부터가 진짜ㄷㄷ",김시선,1040.0,0.0,0.1,0.3,0.4,0.15,0.05,0.85,0.15,"The channel and video content are heavily focused on military-themed storytelling and character analysis, which typically appeal more to male viewers. Additionally, the content likely attracts viewers in their 30s and 40s who have a personal or nostalgic connection to military themes."
8qG-htDYgeQ,일본 최대 정원 4명 남녀 혼욕탕! 너무 좁아서 생기는(?) 피할 수 없는 상황 ㄷㄷㄷ,면상구제,310.0,0.0,0.1,0.6,0.2,0.1,0.0,0.9,0.1,"The video centers on an adventurous travel experience in Japan, focusing on unique hot springs and local culture. Such content typically appeals to young male adults, particularly those in their 20s who are interested in travel and unique experiences."
C7IStK_2q9U,중국 여행중 시작된 온몸에서 도파민 터지는 복불복 게임 ㅋㅋㅋ 절벽으로 떨어질 사람은..?!,더블비,266.0,0.0,0.2,0.6,0.15,0.05,0.0,0.8,0.2,"The channel '더블비' is known for entertaining and adventurous content, appealing primarily to young male audiences. The script suggests a comedic and risk-taking theme, which aligns with interests typically found in younger male viewers."
l7NZnWHh-Fg,"결혼하길 정말 잘했다 (with 김풍, 잇섭, 너덜트 상협)",침착맨,135.0,0.0,0.05,0.3,0.35,0.2,0.1,0.9,0.1,"The channel '침착맨' is known for a primarily male audience, often attracting viewers interested in discussions about daily life, gaming, and male interests. The video's content about marriage and family life suggests an older, mature audience, primarily in their 30s and 40s."
VOxFIXQ6lI0,맨날 fc모바일 팀 탓하는 친구 영끌해서 200만원 현질하기ㅋㅋㅋㅋㅋ,돌잼,772.0,0.0,0.1,0.6,0.2,0.1,0.0,0.9,0.1,"The video is focused on gaming content, specifically related to FIFA Mobile, which tends to attract a predominantly male audience, often aged 20-30. The humorous and casual style may also appeal to younger viewers, but the primary audience is likely young adult males."
3OSSzAfOCQ8,태국 여사친과 어쩌다 보니 첫날밤을 같이 보내게 됐다 🇹🇭 (태국 ep.50),공공훈 kongonAIR,1747.0,0.0,0.2,0.5,0.3,0.0,0.0,0.9,0.1,"The channel '공공훈 kongonAIR' appears to produce travel and adventure content, which typically appeals more to male audiences. The video title and script suggest a focus on travel experiences and adventures in Thailand, likely attracting young adults in their 20s and 30s."
xe9l2v6ENeU,"미친 좀비 바이러스가 퍼져서 2주간 숨어 지내던 중 식량이 떨어져서, 결국 밖으로 나가는데..!! 킬링 타임용으로 보기 괜찮은 영화《아포칼립스Z》",작은 영화관,136.0,0.0,0.1,0.5,0.3,0.1,0.0,0.8,0.2,"The content is focused on a zombie apocalypse movie review, appealing mostly to a male audience interested in action/suspense. The age demographic likely skews towards 20s and 30s, who are generally more engaged with thriller and survival genres."
6GYRBTfqVOA,Good Bye 김재원!!!,김재원의 즐거운 세상,322.0,0.0,0.6,0.3,0.1,0.0,0.0,0.9,0.1,"The channel name suggests a focus on playful and gaming content, and the script includes topics like the military and gaming, which typically attract a younger male audience, particularly teenagers and young adults."
-bD__XdNUoI,친구 맥북 훔쳐서 부산으로 도망간척 속이고 서울에서 힐링하기ㅋㅋㅋㅋ,더블비,956.0,0.0,0.3,0.5,0.2,0.0,0.0,0.9,0.1,"The video features a prank and humorous interaction between friends, appealing to a younger, predominantly male audience. The script and channel's comedic style suggest a focus on teens and young adults."
7rpwZLmAO4M,[5회 하이라이트] 강찬석의 본캐는 죽지 않았다! 찬석의 한마디에 구사일생한 최일구 #신병3,ENA 이엔에이,867.0,0.0,0.2,0.5,0.2,0.1,0.0,0.85,0.15,"The content is related to military life, which typically attracts a male audience, especially younger men in their 20s who are either serving in the military or interested in military topics. The channel's style and themes also suggest a focus on drama and action, appealing to this demographic."
opo3DABJvqE,"일본 아저씨들이 처음 본 ""제네시스 GV80"" 이렇게 놀랄 줄이야 ㄷㄷ",면상구제,256.0,0.0,0.05,0.2,0.3,0.3,0.15,0.8,0.2,"The video features a car review ('Genesis GV80') which generally appeals more to a male audience. The channel '면상구제' appears to focus on travel and lifestyle content, which can attract a diverse age group, but the car focus suggests an older audience interested in cars and travel insights."
aVoguJeQWLc,지금 삼성폰 쓰면 당장 바꾸세요! (어디에서도 말해주지 않습니다..),1분미만,327.0,0.0,0.05,0.35,0.4,0.15,0.05,0.85,0.15,"The video focuses on Samsung phone security features and technical settings, appealing mainly to men interested in tech, IT, and cybersecurity. The age distribution leans towards adults, particularly those in their 20s and 30s, who are more likely to be tech-savvy and concerned about device security."
K3dOtlU3Z94,[연휴특집] 코밈 모든게 랜덤인 세상 몰아보기,코밈 KOMEME,162.0,0.05,0.7,0.2,0.03,0.02,0.0,0.85,0.15,"The content is humorous and revolves around random life experiences, which is likely to attract a younger audience, especially teenagers, who enjoy comedy and randomness in content. The military and random aspect appeals more to male viewers, reflecting the content style."
EmGyuDbARDw,"SNS에서 난리난 ""트랄라레로 트랄랄라"" 계속 뜨니까 이제는 열이 받네요!!!!!!!!!!!!",파뿌리,105.0,0.05,0.4,0.4,0.1,0.03,0.02,0.8,0.2,"The channel '파뿌리' appears to focus on quirky and humorous content, likely appealing mostly to teenagers and young adults. The script's chaotic and playful nature suggests a male-dominated audience due to its resemblance to game-like content and internet memes."
wES98ZuLTlE,[하이라이트] KIA타이거즈 VS 키움히어로즈 (2025.5.6),기아타이거즈 - 갸티비,164.0,0.0,0.1,0.3,0.4,0.15,0.05,0.9,0.1,"The content is about a baseball game between KIA Tigers and Kiwoom Heroes, which generally attracts a male audience interested in sports. The age distribution is broad but leans towards adults who are more likely to follow professional sports."
yx4fw1SL8Xc,돼지둘중 누가 더 밥 잘먹나 대결하는 세상 무식한 밥부심 밥최몇 대결하기ㅋㅋㅋㅋㅋ,더블비,286.0,0.0,0.3,0.4,0.2,0.1,0.0,0.8,0.2,"This video features a humorous eating contest, likely appealing to younger audiences, particularly teens and young adults. The competitive and playful nature, along with the channel's comedic style, suggests a predominantly male audience."
Q6E6AbgU4iA,[ENG SUB] 여자 제자대회 시작! 일반 여자라고 생각하시면 안됩니다~~,김국진TV_거침없는 골프,151.0,0.0,0.1,0.4,0.3,0.15,0.05,0.8,0.2,"The channel '김국진TV_거침없는 골프' suggests a golf-focused content, which typically attracts a male audience. The presence of female participants and a golf-themed competitive event may slightly broaden the appeal to women and younger audiences interested in sports."
DfwBj5zs-SE,라이벌 역대급 업데이트 스케 3에 점핑패드까지 나와버렸습니다..근데 스킨이 너무 이쁜데?ㅋㅋㅋㅋㅋ[라이벌 업데이트],사랑 Sarang,224.0,0.0,0.5,0.4,0.1,0.0,0.0,0.9,0.1,"The video is a gaming update, likely appealing to younger audiences, especially teenagers and those in their 20s. The content focuses on game features and in-game purchases, which typically attract a predominantly male audience."
mt0Qf9hYg_g,"최고급, 최고가(싯가) 그리고 초대물/민물 원투낚시 레전드/술안주는 직접 잡아먹자/자급자족 여행/대박 조과!",정겨운성빈TV Nature,103.0,0.0,0.05,0.2,0.4,0.3,0.05,0.9,0.1,"The content is focused on fishing and outdoor activities, typically attracting a male audience. The age distribution skews towards adults, as fishing is a hobby more commonly enjoyed by those 30 and older."
RhsF0T0ubwM,승률 100% 일본 싸움 천재가 UFC에서 무너진 충격적인 장면 ㄷㄷ,차도르,119.0,0.0,0.0,0.5,0.4,0.1,0.0,0.9,0.1,"The content revolves around UFC and martial arts, which heavily interests male audiences, especially those in their 20s and 30s. The strategic and competitive nature of the content appeals more to younger male demographics."
J7SPwLPsCAc,이상수온 눈치채고 뱃머리 돌려 조류 따라갔더니 더 비싼 물고기 떼가 쏟아진다!｜집어삼킬 듯 집채만 한 파도 최악의 상황에서 마주한 대박｜만선 가자미 잡이｜극한직업｜#골라듄다큐,EBSDocumentary (EBS 다큐),109.0,0.0,0.0,0.1,0.4,0.4,0.1,0.9,0.1,"The content involves harsh fishing conditions and the struggle of the crew, typical of EBS documentaries which often attract an older, male audience interested in occupational challenges and real-life sea adventures. Therefore, the main audience is likely middle-aged to older men."
JcxQrUL5e1A,찜질방에서 딥키스조지는 초딩 레전드 ㅋㅋㅋㅋㅋ 대한민국의 미래가 걱정되는 미쳐버린 초딩 모음집 레전드 ㅋㅋㅋㅋㅋ,김준표,185.0,0.4,0.45,0.1,0.04,0.01,0.0,0.9,0.1,"The video's content, which features humorous and sensational depictions of children's antics, is likely to attract a younger audience, particularly those aged 0-9 and teenagers. The comedic tone and focus on '초딩' (elementary school kids) suggest a strong appeal to male viewers who enjoy playful, edgy content."
XuSUPG204pU,베트남 시골마을에 생물 잡으러 갔는데... 저 좀 살려주세요...,헌터퐝,217.0,0.0,0.1,0.4,0.4,0.1,0.0,0.9,0.1,"The channel '헌터퐝' suggests outdoor and adventurous content, likely attracting a male audience. The script implies travel and exploration in Vietnam, appealing to adults in their 20s and 30s."
Jj_m__1IX2w,농가에 피해를 주는 쥐를 잡아서 먹어보자!,헌터퐝,204.0,0.0,0.0,0.4,0.4,0.15,0.05,0.85,0.15,"The channel '헌터퐝' focuses on outdoor adventure and hunting, which generally attracts a male audience, particularly those interested in fishing and hunting. The content is likely to appeal to adults in their 20s to 40s due to the adventurous theme and the complexity involved in the activities."
RAjc17WA5to,대박!! 단 40분만에 들고 나갈 수 없는만큼 쓸어담은 해산물 천국! 오늘 술안주 미쳤다!!,마초TV,106.0,0.0,0.1,0.2,0.4,0.2,0.1,0.9,0.1,"The channel name '마초TV' suggests a male-oriented theme, and the content focuses on seafood gathering and exploration, which are typically more appealing to male audiences. The age distribution is skewed towards adults, as the content involves activities like fishing and exploration which are more popular among adults, especially those in their 30s and 40s."
v337zixTuEI,"[오지:객44-제도ep02] 우리 바다에서 건졌는데, 일본 음식이라고? 일본만 먹던 ‘이것’… 이젠 우리가 먹는다",윤택TV,267.0,0.05,0.05,0.2,0.3,0.3,0.1,0.8,0.2,"The channel, 윤택TV, typically features local and traditional Korean life, appealing to older generations, particularly those interested in cultural exploration and nostalgia. The script's content involving fishing and local culture leans towards a male audience, as these are common interests among men in Korea."
EZo_HyiF0ag,EP.04 타임머신,사우스 코리안 파크 South Korean Park,599.0,0.0,0.2,0.7,0.1,0.0,0.0,0.8,0.2,"The channel appears to focus on entertainment and creativity, with a script that involves humor and creativity in a school setting. The content likely appeals more to a younger audience, particularly teens and those in their 20s, with a male skew due to the technological and humorous aspects."
sE-SeUkWgho,슈뻘맨이 새벽 3시까지 안자면 생기는일!? 라면 100그릇 먹기?!,슈뻘맨 [슈퍼 뻘짓 도전기],285.0,0.05,0.5,0.3,0.1,0.05,0.0,0.85,0.15,"The channel '슈뻘맨' is known for its humorous and playful content, often appealing to a younger, predominantly male audience. The video features late-night antics and challenges, aligning with interests common among teenage and young adult males."
y_EiMOGvsKk,[짐승친구들] 퉁퉁퉁 사후르 VS 짐승친구들,짤툰,424.0,0.05,0.4,0.35,0.1,0.07,0.03,0.85,0.15,"짤툰 is known for its comedic and often absurd content, which typically appeals to a younger male audience who enjoy internet memes. The script's focus on fictional, humorous debate and over-the-top character descriptions also aligns with interests of teenagers and young adults, particularly males."
7-IpS0owFqQ,이젠 안녕,지식돼지,375.0,0.05,0.7,0.2,0.03,0.01,0.01,0.8,0.2,"The video script focuses on a fictional universe with various characters, appealing mainly to teenagers and young adults who enjoy such content. The channel's name and the fantasy theme imply a strong male audience, typical for gaming or fantastical narratives."
ht2VEywo40M,[남천동生라이브!] 학씨! 안되는 게임에 똥 뿌리면 너네한테 기회가 갈 거 같디?,사장남천동,112.0,0.0,0.1,0.1,0.3,0.3,0.2,0.85,0.15,"The content is politically themed and discusses legal and political processes, attracting an audience that is older and more male-dominated. The script indicates a focus on complex legal and political discussions, which tend to appeal to a mature male audience interested in politics."
RBWqo_PbnzQ,레슬네이션 보기 전 꼭 봐야 할 영상!! (ft.발가락쌤은 케인을 이길 수 있을까?),급식왕,191.0,0.05,0.65,0.25,0.03,0.01,0.01,0.85,0.15,"The channel '급식왕' is known for its humorous content that usually appeals to teenagers, especially those interested in pop culture or gaming. The video's content on wrestling and its comedic script are likely to attract a predominantly male audience."
j2IpmIAZw4o,일본여행 계획 짜왔더니 노잼이란 친구 여권 훔쳐서 꿀잼 여행으로 바꿔주기ㅋㅋㅋ,더블비,674.0,0.0,0.2,0.5,0.2,0.1,0.0,0.8,0.2,"The channel name ""더블비"" is known for its comedic and travel adventure content, which generally attracts a younger male audience. The video's playful and humorous script revolving around a travel prank suggests a primary appeal to males, particularly in their 20s and 30s, who enjoy light-hearted and humorous travel content."
5serISOIcKk,가상현실 중독 [기시니 스릴러툰],기시니 스릴러툰,293.0,0.0,0.1,0.5,0.3,0.1,0.0,0.85,0.15,"The channel '기시니 스릴러툰' likely appeals to a younger audience, with a focus on thriller and speculative fiction themes. The content involves gaming and virtual reality elements, which typically attract a predominantly male audience, particularly in the 20s and 30s age range."
y18lkfYT2Lo,[미공개] 오모시로이한 핏챠를 찾아서 | Studio C1,스튜디오시원 StudioC1,310.0,0.0,0.1,0.3,0.4,0.15,0.05,0.8,0.2,"The script involves discussions about sports teams, players, and travel, which generally attract more male viewers. The channel and video seem to focus on sports or team management, often appealing to those aged 20-40."
DfGpDqHCwks,세계에서 가장 기괴한 숙소를 찾아서 - 영국(끝),곽튜브,347.0,0.0,0.1,0.5,0.3,0.1,0.0,0.8,0.2,"The channel '곽튜브' is known for travel vlogs, often attracting a younger audience. This particular video involves travel with a focus on unique experiences and sports, which typically appeal more to males. Thus, the predicted audience skews male and younger."
XJO-5Nodgcs,[우주경찰들] 보약 중독,짤툰,311.0,0.05,0.4,0.35,0.15,0.05,0.0,0.8,0.2,"The channel '짤툰' is known for its humorous and animated content, appealing largely to a younger male audience. The comedic and fictional nature of the script, involving 'space police' and 'candy', is likely to attract teenagers and young adults, particularly males."
oCuX7FAmoKw,졸귀탱 미소녀 쌍둥이 여동생이 친남매가 아니라는 사실을 듣자 벌어진 일 ㄷㄷ,나롱이네,135.0,0.0,0.6,0.35,0.05,0.0,0.0,0.85,0.15,"The video content revolves around anime and fictional scenarios involving siblings, which are popular among teenagers and young adults, especially males. The script suggests themes common in anime that appeal to a younger male audience, hence the skewed gender and age distribution."
1HAaazWfATc,묵직한 2025년 신작 누아르,어퍼컷Tube,111.0,0.0,0.1,0.3,0.3,0.2,0.1,0.8,0.2,"The content is a crime drama with a noir theme, typically attracting a male audience with an interest in action and crime stories. The age range is diverse, with adults from 20-50 likely to be interested in complex narratives and crime elements."
EGMMFogXZoU,[1화 선공개] 보법이 다른 네팔84,태계일주 베이스캠프,218.0,0.0,0.05,0.35,0.4,0.15,0.05,0.85,0.15,"This video falls under the travel and adventure content, which often appeals to men, especially those interested in outdoor activities like trekking. The age distribution suggests a focus on adults in their 20s to 40s, who are more likely to engage in such adventurous lifestyles."
hzZK6Sg5Jkc,한판만더..? 한판만더..? 한판만더..? 한판만더..? 한판만더..? 한판만더..? 한판만더..? 한판만더..?,혜안,562.0,0.0,0.1,0.6,0.25,0.05,0.0,0.8,0.2,"The channel '혜안' is known for gaming content, which typically attracts a predominantly male audience. The game focus in the script suggests interest mainly from 20s and 30s, with a minor interest from teenagers due to gaming culture."
369t6_2DmUM,지금까지 신라면을 돈 주고 사먹은 분들 보세요!!!!!,파뿌리,139.0,0.05,0.1,0.4,0.3,0.1,0.05,0.85,0.15,"The channel '파뿌리' is known for comedic and experimental cooking content, likely appealing more to a younger male demographic. The DIY ramen concept and playful script suggest a higher interest from those in their 20s and 30s, consistent with typical viewers of similar challenge-based food content."
cHOUjZa52Hk,"""엄마 나 사실 게이야 ㅎ"" 엄마를 오열시킨 정신 나갈 것 같은 빌런 모음집 레전드 ㅋㅋㅋㅋㅋ",김준표,107.0,0.05,0.6,0.3,0.03,0.01,0.01,0.8,0.2,"The content is comedic and centered around absurd and edgy humor, appealing primarily to teenagers and young adults. It's likely to attract a predominantly male audience due to the irreverent and chaotic style of the script."
Wr6NxEFp6MI,ChatGPT에게 지브리 스타일 못그리게 하기,침착맨,116.0,0.0,0.1,0.3,0.4,0.15,0.05,0.85,0.15,"The channel '침착맨' is known for its comedic and satirical content, often appealing to a male audience interested in gaming and pop culture. The discussion of AI, technology, and animation in the script suggests a 20s to 40s demographic, with a focus on humor and cultural references."
NwF92y8uuj8,외노자들의 충격적인 한국살이 이야기 (타스만 차박) - 양양 (상),노마드션 No mad Shaun,136.0,0.0,0.1,0.6,0.2,0.1,0.0,0.8,0.2,"The content involves travel and camping, typically appealing more to a male audience. The casual and humorous tone suggests a target demographic in their 20s, with some interest from those in their 30s and 40s as well."
kgN0GTo3YI8,충격! 전 국민들도! 어부들도! 뭔지 모르는 우리나라에서 가장 큰 초대형 새우 직접 잡아서 먹었더니 맛보고 깜짝 놀랐습니다!,마초TV,115.0,0.0,0.05,0.15,0.25,0.3,0.25,0.9,0.1,"The content focuses on fishing and large shrimp, appealing primarily to male audiences interested in fishing and marine activities. The age distribution likely leans towards adults, especially those in their 30s to 50s, who are more likely to have an interest in or experience with such hobbies."
MDxKYqA_xFM,[유시민낚시아카데미] 47회 임직원 수련회 낚시여행 3박4일 2부 #유시민#유시민작가#황교익epi-life #강피디#근육병아리#힐링#낚시#먹방#맛집#여행#붕어#낚시#진도#추자도,유시민낚시아카데미,142.0,0.0,0.05,0.1,0.3,0.35,0.2,0.9,0.1,"The channel focuses on fishing, a hobby typically preferred by males. The content seems to cater more to mature audiences, likely in their 30s to 50s, who might have the time and interest in fishing trips and related activities."
m2A4S0-twF0,유튜버 10명의 정신없는 대전 브이로그,행크,147.0,0.0,0.5,0.4,0.1,0.0,0.0,0.8,0.2,"The content is centered around a chaotic group travel vlog with humor and game elements, appealing mostly to younger audiences like teenagers and young adults. The male-centric humor and focus on group activities suggest a predominantly male audience."
dme1w7mjav8,불꽃야구(Burn to Win) Ep.2 | Studio C1,스튜디오시원 StudioC1,1159.0,0.05,0.1,0.25,0.4,0.15,0.05,0.85,0.15,"The video is related to baseball, a sport with a predominantly male audience. The content appears to focus on amateur and ex-professional baseball players, which likely appeals more to viewers in their 30s and 40s, who might have an interest in sports and player stories."
R2Wz8LYzyHg,난폭 운전 참교육 [병맛더빙/사이다툰/참교육],뚜식이,133.0,0.05,0.15,0.4,0.25,0.1,0.05,0.85,0.15,"The channel '뚜식이' is known for humorous and satirical animations, attracting a younger audience, primarily in their teens to 30s. The content's focus on reckless driving and comedic tone appeals more to a male audience."
